,traffic-nj511-minutes-i-95_from_the_delaware_side_to_i-295_exit_2,traffic-nj511-minutes-i-95_from_the_delaware_side_to_nj_turnpike_exit_1,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_upper_level,traffic-nj511-minutes-i-95_from_i-80_to_the_alexander_hamilton_bridge_via_lower_level
131,7.0,8.0,7.0,22.0
132,7.0,8.0,7.0,21.0
133,7.0,8.0,7.0,22.0
134,7.0,8.0,7.0,22.0
135,7.0,8.0,7.0,22.0
136,7.0,8.0,8.0,22.0
137,7.0,8.0,7.0,21.0
138,7.0,8.0,8.0,20.0
139,7.0,8.0,7.0,20.0
140,7.0,8.0,7.0,20.0
141,7.0,8.0,7.0,19.0
142,7.0,8.0,7.0,18.0
143,7.0,8.0,7.0,17.0
144,7.0,8.0,8.0,16.0
145,7.0,8.0,7.0,16.0
146,7.0,8.0,8.0,16.0
147,7.0,8.0,7.0,17.0
148,7.0,8.0,7.0,17.0
149,7.0,8.0,7.0,18.0
150,7.0,8.0,7.0,19.0
151,7.0,8.0,7.0,19.0
152,7.0,8.0,7.0,20.0
153,7.0,8.0,7.0,19.0
154,7.0,8.0,7.0,19.0
155,7.0,8.0,7.0,19.0
156,7.0,8.0,8.0,18.0
157,7.0,8.0,7.0,18.0
158,7.0,8.0,7.0,16.0
159,7.0,8.0,7.0,15.0
160,7.0,8.0,7.0,15.0
161,7.0,8.0,7.0,14.0
162,7.0,8.0,7.0,12.0
163,7.0,8.0,7.0,11.0
164,7.0,8.0,7.0,11.0
165,7.0,8.0,7.0,10.0
166,7.0,8.0,7.0,9.0
167,7.0,8.0,7.0,9.0
168,7.0,8.0,8.0,8.0
169,7.0,8.0,8.0,8.0
170,7.0,8.0,7.0,8.0
171,7.0,8.0,7.0,8.0
172,7.0,8.0,7.0,8.0
173,7.0,8.0,7.0,8.0
174,7.0,8.0,8.0,9.0
175,7.0,8.0,8.0,9.0
176,7.0,8.0,8.0,10.0
177,7.0,8.0,8.0,9.0
178,7.0,8.0,8.0,8.0
179,7.0,8.0,8.0,8.0
180,7.0,8.0,7.0,8.0
181,7.0,8.0,7.0,8.0
182,7.0,8.0,7.0,7.0
183,7.0,8.0,7.0,8.0
184,7.0,8.0,7.0,8.0
185,7.0,8.0,7.0,8.0
186,7.0,8.0,7.0,8.0
187,7.0,8.0,8.0,7.0
188,7.0,8.0,8.0,7.0
189,7.0,8.0,8.0,8.0
190,7.0,8.0,8.0,8.0
191,7.0,8.0,8.0,8.0
192,7.0,8.0,8.0,7.0
193,7.0,8.0,7.0,7.0
194,7.0,8.0,7.0,12.0
195,7.0,8.0,7.0,10.0
196,7.0,8.0,7.0,9.0
197,7.0,8.0,7.0,9.0
198,7.0,8.0,7.0,8.0
199,7.0,8.0,7.0,8.0
200,7.0,8.0,7.0,8.0
201,7.0,8.0,7.0,7.0
202,7.0,8.0,7.0,7.0
203,7.0,8.0,7.0,7.0
204,7.0,8.0,7.0,7.0
205,7.0,8.0,7.0,7.0
206,7.0,8.0,7.0,8.0
207,7.0,8.0,7.0,8.0
208,7.0,8.0,7.0,8.0
209,7.0,8.0,7.0,8.0
210,7.0,8.0,7.0,7.0
211,7.0,8.0,7.0,7.0
212,7.0,8.0,7.0,7.0
213,7.0,8.0,7.0,7.0
214,7.0,8.0,7.0,7.0
215,7.0,8.0,7.0,7.0
216,7.0,8.0,7.0,7.0
217,7.0,8.0,7.0,7.0
218,7.0,8.0,7.0,7.0
219,7.0,8.0,7.0,8.0
220,7.0,8.0,7.0,7.0
221,7.0,8.0,7.0,7.0
222,7.0,8.0,7.0,7.0
223,7.0,8.0,7.0,7.0
224,7.0,8.0,7.0,7.0
225,7.0,8.0,7.0,7.0
226,7.0,8.0,8.0,7.0
227,7.0,8.0,8.0,7.0
228,7.0,8.0,7.0,7.0
229,7.0,8.0,7.0,7.0
230,7.0,8.0,7.0,7.0
231,7.0,8.0,7.0,7.0
232,7.0,8.0,7.0,7.0
233,7.0,8.0,7.0,7.0
234,7.0,8.0,7.0,7.0
235,7.0,8.0,7.0,7.0
236,7.0,8.0,7.0,7.0
237,7.0,8.0,7.0,7.0
238,7.0,8.0,7.0,7.0
239,7.0,8.0,7.0,7.0
240,7.0,8.0,7.0,7.0
241,7.0,8.0,7.0,7.0
242,7.0,8.0,7.0,7.0
243,7.0,8.0,7.0,7.0
244,7.0,8.0,7.0,7.0
245,7.0,8.0,7.0,7.0
246,7.0,8.0,7.0,13.0
247,7.0,8.0,7.0,12.0
248,7.0,8.0,7.0,11.0
249,7.0,8.0,7.0,10.0
250,7.0,8.0,9.0,9.0
251,7.0,8.0,9.0,10.0
252,7.0,8.0,10.0,11.0
253,7.0,8.0,11.0,12.0
254,7.0,8.0,11.0,12.0
255,7.0,8.0,10.0,12.0
256,7.0,8.0,10.0,11.0
257,7.0,8.0,9.0,10.0
258,7.0,8.0,8.0,9.0
259,7.0,8.0,8.0,8.0
260,7.0,8.0,7.0,7.0
261,7.0,8.0,7.0,7.0
262,7.0,8.0,7.0,7.0
263,7.0,8.0,7.0,7.0
264,7.0,8.0,7.0,7.0
265,7.0,8.0,7.0,7.0
266,7.0,8.0,7.0,7.0
267,7.0,8.0,7.0,7.0
268,7.0,8.0,7.0,7.0
269,7.0,8.0,7.0,7.0
270,7.0,8.0,7.0,7.0
271,7.0,8.0,7.0,7.0
272,7.0,8.0,7.0,7.0
273,7.0,8.0,7.0,7.0
274,7.0,8.0,7.0,7.0
275,7.0,8.0,7.0,7.0
276,7.0,8.0,7.0,7.0
277,7.0,8.0,7.0,7.0
278,7.0,8.0,7.0,7.0
279,7.0,8.0,7.0,7.0
280,7.0,8.0,7.0,8.0
281,7.0,8.0,7.0,7.0
282,7.0,8.0,7.0,7.0
283,7.0,8.0,7.0,7.0
284,7.0,8.0,7.0,8.0
285,7.0,8.0,7.0,8.0
286,7.0,8.0,8.0,8.0
287,7.0,8.0,8.0,8.0
288,7.0,8.0,7.0,8.0
289,7.0,8.0,7.0,8.0
290,7.0,8.0,7.0,7.0
291,7.0,8.0,7.0,7.0
292,7.0,8.0,8.0,8.0
293,7.0,8.0,8.0,8.0
294,7.0,8.0,8.0,8.0
295,7.0,8.0,7.0,8.0
296,7.0,8.0,7.0,8.0
297,7.0,8.0,8.0,8.0
298,7.0,8.0,8.0,8.0
299,7.0,8.0,8.0,8.0
300,7.0,8.0,8.0,8.0
301,7.0,8.0,8.0,8.0
302,7.0,8.0,8.0,8.0
303,7.0,8.0,9.0,8.0
304,7.0,8.0,8.0,8.0
305,7.0,8.0,8.0,8.0
306,7.0,8.0,7.0,8.0
307,7.0,8.0,7.0,8.0
308,7.0,8.0,7.0,8.0
309,7.0,8.0,7.0,8.0
310,7.0,8.0,8.0,8.0
311,7.0,8.0,8.0,8.0
312,7.0,8.0,8.0,8.0
313,7.0,8.0,8.0,8.0
314,7.0,8.0,7.0,8.0
315,7.0,8.0,7.0,8.0
316,7.0,8.0,8.0,8.0
317,7.0,8.0,8.0,8.0
318,7.0,8.0,8.0,8.0
319,7.0,8.0,8.0,8.0
320,7.0,8.0,8.0,8.0
321,7.0,8.0,9.0,8.0
322,7.0,8.0,9.0,8.0
323,7.0,8.0,10.0,8.0
324,7.0,8.0,10.0,9.0
325,7.0,8.0,10.0,9.0
326,7.0,8.0,10.0,8.0
327,7.0,8.0,11.0,8.0
328,7.0,8.0,11.0,9.0
329,7.0,8.0,11.0,10.0
330,7.0,8.0,10.0,10.0
331,7.0,8.0,10.0,11.0
332,7.0,8.0,10.0,11.0
333,7.0,8.0,9.0,11.0
334,7.0,8.0,9.0,11.0
335,7.0,8.0,9.0,11.0
336,7.0,8.0,11.0,11.0
337,7.0,8.0,11.0,11.0
338,7.0,8.0,12.0,11.0
339,7.0,8.0,13.0,12.0
340,7.0,8.0,15.0,11.0
341,7.0,8.0,15.0,11.0
342,7.0,8.0,15.0,12.0
343,7.0,8.0,15.0,12.0
344,7.0,8.0,14.0,12.0
345,7.0,8.0,14.0,12.0
346,7.0,8.0,13.0,13.0
347,7.0,8.0,12.0,12.0
348,7.0,8.0,11.0,12.0
349,7.0,8.0,11.0,12.0
350,7.0,8.0,11.0,12.0
351,7.0,8.0,11.0,11.0
352,7.0,8.0,12.0,11.0
353,7.0,8.0,12.0,12.0
354,7.0,8.0,13.0,12.0
355,7.0,8.0,13.0,12.0
356,7.0,8.0,13.0,11.0
357,7.0,8.0,14.0,11.0
358,7.0,8.0,14.0,12.0
359,7.0,8.0,14.0,11.0
360,7.0,8.0,14.0,11.0
361,7.0,8.0,14.0,12.0
362,7.0,8.0,15.0,13.0
363,7.0,8.0,15.0,13.0
364,7.0,8.0,15.0,13.0
365,7.0,8.0,14.0,13.0
366,7.0,8.0,14.0,13.0
367,7.0,8.0,13.0,13.0
368,7.0,8.0,13.0,13.0
369,7.0,8.0,13.0,13.0
370,7.0,8.0,13.0,13.0
371,7.0,8.0,12.0,13.0
372,7.0,8.0,13.0,13.0
373,7.0,8.0,14.0,12.0
374,7.0,8.0,15.0,13.0
375,7.0,8.0,14.0,13.0
376,7.0,8.0,14.0,13.0
377,7.0,8.0,14.0,13.0
378,7.0,8.0,14.0,13.0
379,7.0,8.0,14.0,13.0
380,7.0,8.0,14.0,14.0
381,7.0,8.0,14.0,13.0
382,7.0,8.0,14.0,15.0
383,7.0,8.0,14.0,14.0
384,7.0,8.0,13.0,15.0
385,7.0,8.0,13.0,15.0
386,7.0,8.0,13.0,15.0
387,7.0,8.0,13.0,15.0
388,7.0,8.0,14.0,15.0
389,7.0,8.0,14.0,15.0
390,7.0,8.0,14.0,16.0
391,7.0,8.0,14.0,15.0
392,7.0,8.0,15.0,14.0
393,7.0,8.0,15.0,15.0
394,7.0,8.0,16.0,14.0
395,7.0,8.0,16.0,14.0
396,7.0,8.0,16.0,15.0
397,7.0,8.0,15.0,15.0
398,7.0,8.0,15.0,15.0
399,7.0,8.0,15.0,15.0
400,7.0,8.0,15.0,16.0
401,7.0,8.0,15.0,15.0
402,7.0,8.0,16.0,15.0
403,7.0,8.0,16.0,15.0
404,7.0,8.0,17.0,16.0
405,7.0,8.0,16.0,16.0
406,7.0,8.0,16.0,16.0
407,7.0,8.0,17.0,16.0
408,7.0,8.0,18.0,18.0
409,7.0,8.0,19.0,18.0
410,7.0,8.0,18.0,20.0
411,7.0,8.0,18.0,19.0
412,7.0,8.0,19.0,19.0
413,7.0,8.0,19.0,20.0
414,7.0,8.0,20.0,20.0
415,7.0,8.0,20.0,19.0
416,7.0,8.0,20.0,20.0
417,7.0,8.0,21.0,19.0
418,7.0,8.0,22.0,20.0
419,7.0,8.0,22.0,21.0
420,7.0,8.0,23.0,23.0
421,7.0,8.0,23.0,23.0
422,7.0,8.0,23.0,23.0
423,7.0,8.0,23.0,23.0
424,7.0,8.0,23.0,23.0
425,7.0,8.0,23.0,23.0
426,7.0,8.0,24.0,25.0
427,7.0,8.0,24.0,25.0
428,7.0,8.0,25.0,27.0
429,7.0,8.0,27.0,25.0
430,7.0,8.0,26.0,28.0
431,7.0,8.0,28.0,26.0
432,7.0,8.0,29.0,27.0
433,7.0,8.0,29.0,26.0
434,7.0,8.0,29.0,26.0
435,7.0,8.0,29.0,24.0
436,7.0,8.0,28.0,24.0
437,7.0,8.0,27.0,24.0
438,7.0,8.0,27.0,23.0
439,7.0,8.0,27.0,23.0
440,7.0,8.0,28.0,24.0
441,7.0,8.0,28.0,25.0
442,7.0,8.0,32.0,26.0
443,7.0,8.0,33.0,28.0
444,7.0,8.0,32.0,27.0
445,7.0,8.0,34.0,29.0
446,7.0,8.0,34.0,28.0
447,7.0,8.0,36.0,28.0
448,7.0,8.0,35.0,29.0
449,7.0,8.0,34.0,31.0
450,7.0,8.0,33.0,30.0
451,7.0,8.0,30.0,28.0
452,7.0,8.0,26.0,27.0
453,7.0,8.0,26.0,26.0
454,7.0,8.0,25.0,26.0
455,7.0,8.0,25.0,27.0
456,7.0,8.0,25.0,28.0
457,7.0,8.0,27.0,26.0
458,7.0,8.0,30.0,27.0
459,7.0,8.0,32.0,29.0
460,7.0,8.0,34.0,31.0
461,7.0,8.0,33.0,29.0
462,7.0,8.0,32.0,29.0
463,7.0,8.0,31.0,30.0
464,7.0,8.0,32.0,31.0
465,7.0,8.0,32.0,30.0
466,7.0,8.0,31.0,29.0
467,7.0,8.0,28.0,30.0
468,7.0,8.0,28.0,28.0
469,7.0,8.0,26.0,28.0
470,7.0,8.0,25.0,28.0
471,7.0,8.0,25.0,27.0
472,7.0,8.0,25.0,27.0
473,7.0,8.0,25.0,27.0
474,7.0,8.0,25.0,27.0
475,7.0,8.0,26.0,27.0
476,7.0,8.0,28.0,27.0
477,7.0,8.0,28.0,27.0
478,7.0,8.0,28.0,27.0
479,7.0,8.0,30.0,27.0
480,7.0,8.0,29.0,25.0
481,7.0,8.0,29.0,24.0
482,7.0,8.0,28.0,26.0
483,7.0,8.0,28.0,26.0
484,7.0,8.0,27.0,24.0
485,7.0,8.0,25.0,24.0
486,7.0,8.0,24.0,23.0
487,7.0,8.0,23.0,23.0
488,7.0,8.0,20.0,23.0
489,7.0,8.0,18.0,23.0
490,7.0,8.0,17.0,21.0
491,7.0,8.0,17.0,21.0
492,7.0,8.0,18.0,21.0
493,7.0,8.0,19.0,22.0
494,7.0,8.0,21.0,20.0
495,7.0,8.0,21.0,20.0
496,7.0,8.0,23.0,21.0
497,7.0,8.0,23.0,20.0
498,7.0,8.0,21.0,19.0
499,7.0,8.0,20.0,19.0
500,7.0,8.0,19.0,19.0
501,7.0,8.0,18.0,18.0
502,7.0,8.0,16.0,16.0
503,7.0,8.0,15.0,16.0
504,7.0,8.0,13.0,14.0
505,7.0,8.0,13.0,13.0
506,7.0,8.0,12.0,12.0
507,7.0,8.0,11.0,12.0
508,7.0,8.0,11.0,12.0
509,7.0,8.0,10.0,11.0
510,7.0,8.0,10.0,11.0
511,7.0,8.0,10.0,10.0
512,7.0,8.0,9.0,10.0
513,7.0,8.0,9.0,10.0
514,7.0,8.0,8.0,10.0
515,7.0,8.0,8.0,9.0
516,7.0,8.0,8.0,9.0
517,7.0,8.0,8.0,8.0
518,7.0,8.0,8.0,8.0
519,7.0,8.0,7.0,7.0
520,7.0,8.0,7.0,7.0
521,7.0,8.0,8.0,7.0
522,7.0,8.0,8.0,8.0
523,7.0,8.0,8.0,8.0
524,7.0,8.0,8.0,7.0
525,7.0,8.0,8.0,8.0
526,7.0,8.0,7.0,8.0
527,7.0,8.0,7.0,8.0
528,7.0,8.0,7.0,8.0
529,7.0,8.0,7.0,8.0
530,7.0,8.0,7.0,9.0
531,7.0,8.0,7.0,9.0
532,7.0,8.0,8.0,8.0
533,7.0,8.0,8.0,8.0
534,7.0,8.0,8.0,7.0
535,7.0,8.0,8.0,7.0
536,7.0,8.0,7.0,7.0
537,7.0,8.0,8.0,7.0
538,7.0,8.0,7.0,7.0
539,7.0,8.0,7.0,7.0
540,7.0,8.0,8.0,8.0
541,7.0,8.0,8.0,8.0
542,7.0,8.0,7.0,8.0
543,7.0,8.0,7.0,8.0
544,7.0,8.0,7.0,7.0
545,7.0,8.0,7.0,7.0
546,7.0,8.0,8.0,8.0
547,7.0,8.0,8.0,8.0
548,7.0,8.0,7.0,8.0
549,7.0,8.0,7.0,8.0
550,7.0,8.0,7.0,8.0
551,7.0,8.0,7.0,8.0
552,7.0,8.0,7.0,8.0
553,7.0,8.0,7.0,8.0
554,7.0,8.0,7.0,8.0
555,7.0,8.0,7.0,10.0
556,7.0,8.0,7.0,9.0
557,7.0,8.0,7.0,9.0
558,7.0,8.0,7.0,7.0
559,7.0,8.0,7.0,7.0
560,7.0,8.0,7.0,7.0
561,7.0,8.0,7.0,7.0
562,7.0,8.0,7.0,8.0
563,7.0,8.0,7.0,7.0
564,7.0,8.0,7.0,7.0
565,7.0,8.0,7.0,7.0
566,7.0,8.0,7.0,7.0
567,7.0,8.0,7.0,7.0
568,7.0,8.0,7.0,7.0
569,7.0,8.0,7.0,8.0
570,7.0,8.0,7.0,7.0
571,7.0,8.0,7.0,7.0
572,7.0,8.0,7.0,7.0
573,7.0,8.0,7.0,7.0
574,7.0,8.0,7.0,7.0
575,7.0,8.0,7.0,8.0
576,7.0,8.0,7.0,8.0
577,7.0,8.0,7.0,7.0
578,7.0,8.0,7.0,7.0
579,7.0,8.0,7.0,7.0
580,7.0,8.0,7.0,7.0
581,7.0,8.0,7.0,7.0
582,7.0,8.0,7.0,7.0
583,7.0,8.0,7.0,7.0
584,7.0,8.0,7.0,8.0
585,7.0,8.0,7.0,8.0
586,7.0,8.0,7.0,7.0
587,7.0,8.0,7.0,7.0
588,7.0,8.0,7.0,7.0
589,7.0,8.0,7.0,7.0
590,7.0,8.0,7.0,7.0
591,7.0,8.0,7.0,7.0
592,7.0,8.0,7.0,7.0
593,7.0,8.0,7.0,7.0
594,7.0,8.0,7.0,7.0
595,7.0,8.0,7.0,7.0
596,7.0,8.0,7.0,7.0
597,7.0,8.0,7.0,7.0
598,7.0,8.0,7.0,7.0
599,7.0,8.0,7.0,7.0
600,7.0,8.0,7.0,7.0
601,7.0,8.0,7.0,7.0
602,7.0,8.0,7.0,7.0
603,7.0,8.0,7.0,7.0
604,7.0,8.0,7.0,7.0
605,7.0,8.0,7.0,7.0
606,7.0,8.0,7.0,7.0
607,7.0,8.0,7.0,7.0
608,7.0,8.0,7.0,7.0
609,7.0,8.0,7.0,7.0
610,7.0,8.0,7.0,7.0
611,7.0,8.0,7.0,8.0
612,7.0,8.0,7.0,7.0
613,7.0,8.0,7.0,7.0
614,7.0,8.0,7.0,7.0
615,7.0,8.0,7.0,7.0
616,7.0,8.0,7.0,7.0
617,7.0,8.0,7.0,7.0
618,7.0,8.0,7.0,7.0
619,7.0,8.0,7.0,7.0
620,7.0,8.0,7.0,7.0
621,7.0,8.0,7.0,7.0
622,7.0,8.0,7.0,7.0
623,7.0,8.0,7.0,7.0
624,7.0,8.0,7.0,7.0
625,7.0,8.0,7.0,7.0
626,7.0,8.0,7.0,7.0
627,7.0,8.0,7.0,7.0
628,7.0,8.0,7.0,7.0
629,7.0,8.0,7.0,7.0
630,7.0,8.0,7.0,7.0
631,7.0,8.0,7.0,7.0
632,7.0,8.0,7.0,7.0
633,7.0,8.0,7.0,7.0
634,7.0,8.0,7.0,7.0
635,7.0,8.0,7.0,7.0
636,7.0,8.0,7.0,7.0
637,7.0,8.0,7.0,7.0
638,7.0,8.0,7.0,7.0
639,7.0,8.0,7.0,7.0
640,7.0,8.0,7.0,7.0
641,7.0,8.0,7.0,7.0
642,7.0,8.0,7.0,7.0
643,7.0,8.0,7.0,7.0
644,7.0,8.0,7.0,7.0
645,7.0,8.0,7.0,7.0
646,7.0,8.0,7.0,7.0
647,7.0,8.0,7.0,7.0
648,7.0,8.0,7.0,7.0
649,7.0,8.0,7.0,7.0
650,7.0,8.0,7.0,7.0
651,7.0,8.0,7.0,7.0
652,7.0,8.0,7.0,7.0
653,7.0,8.0,7.0,7.0
654,7.0,8.0,7.0,7.0
655,7.0,8.0,7.0,7.0
656,7.0,8.0,7.0,7.0
657,7.0,8.0,7.0,7.0
658,7.0,8.0,7.0,7.0
659,7.0,8.0,7.0,7.0
660,7.0,8.0,7.0,7.0
661,7.0,8.0,7.0,7.0
662,7.0,8.0,7.0,7.0
663,7.0,8.0,7.0,7.0
664,7.0,8.0,7.0,7.0
665,7.0,8.0,7.0,7.0
666,7.0,8.0,7.0,7.0
667,7.0,8.0,7.0,7.0
668,7.0,8.0,7.0,7.0
669,7.0,8.0,7.0,7.0
670,7.0,8.0,7.0,7.0
671,7.0,8.0,7.0,7.0
672,7.0,8.0,7.0,7.0
673,7.0,8.0,7.0,7.0
674,7.0,8.0,7.0,7.0
675,7.0,8.0,7.0,7.0
676,7.0,8.0,7.0,7.0
677,7.0,8.0,7.0,7.0
678,7.0,8.0,7.0,7.0
679,7.0,8.0,7.0,7.0
680,7.0,8.0,7.0,7.0
681,7.0,8.0,7.0,7.0
682,7.0,8.0,7.0,7.0
683,7.0,8.0,7.0,7.0
684,7.0,8.0,7.0,7.0
685,7.0,8.0,7.0,7.0
686,7.0,8.0,7.0,7.0
687,7.0,8.0,7.0,7.0
688,7.0,8.0,7.0,7.0
689,7.0,8.0,7.0,7.0
690,7.0,8.0,7.0,7.0
691,7.0,8.0,7.0,7.0
692,7.0,8.0,7.0,7.0
693,7.0,8.0,7.0,7.0
694,7.0,8.0,7.0,7.0
695,7.0,8.0,7.0,7.0
696,7.0,8.0,7.0,7.0
697,7.0,8.0,7.0,7.0
698,7.0,8.0,7.0,7.0
699,7.0,8.0,7.0,7.0
700,7.0,8.0,7.0,7.0
701,7.0,8.0,7.0,7.0
702,7.0,8.0,7.0,7.0
703,7.0,8.0,7.0,7.0
704,7.0,8.0,7.0,7.0
705,7.0,8.0,7.0,7.0
706,7.0,8.0,7.0,7.0
707,7.0,8.0,7.0,7.0
708,7.0,8.0,7.0,7.0
709,7.0,8.0,7.0,7.0
710,7.0,8.0,7.0,7.0
711,7.0,8.0,7.0,7.0
712,7.0,8.0,7.0,7.0
713,7.0,8.0,7.0,7.0
714,7.0,8.0,7.0,7.0
715,7.0,8.0,7.0,7.0
716,7.0,8.0,7.0,7.0
717,7.0,8.0,7.0,7.0
718,7.0,8.0,7.0,7.0
719,7.0,8.0,7.0,7.0
720,7.0,8.0,7.0,7.0
721,7.0,8.0,7.0,7.0
722,7.0,8.0,7.0,7.0
723,7.0,8.0,7.0,7.0
724,7.0,8.0,7.0,7.0
725,7.0,8.0,7.0,7.0
726,7.0,8.0,7.0,7.0
727,7.0,8.0,7.0,7.0
728,7.0,8.0,7.0,7.0
729,7.0,8.0,7.0,7.0
730,7.0,8.0,7.0,7.0
731,7.0,8.0,7.0,7.0
732,7.0,8.0,7.0,7.0
733,7.0,8.0,7.0,7.0
734,7.0,8.0,7.0,7.0
735,7.0,8.0,7.0,7.0
736,7.0,8.0,7.0,7.0
737,7.0,8.0,7.0,7.0
738,7.0,8.0,7.0,7.0
739,7.0,8.0,7.0,7.0
740,7.0,8.0,7.0,7.0
741,7.0,8.0,7.0,7.0
742,7.0,8.0,7.0,7.0
743,7.0,8.0,7.0,7.0
744,7.0,8.0,7.0,7.0
745,7.0,8.0,7.0,7.0
746,7.0,8.0,7.0,7.0
747,7.0,8.0,7.0,7.0
748,7.0,8.0,7.0,7.0
749,7.0,8.0,7.0,7.0
750,7.0,8.0,7.0,7.0
751,7.0,8.0,7.0,7.0
752,7.0,8.0,7.0,7.0
753,7.0,8.0,7.0,7.0
754,7.0,8.0,7.0,7.0
755,7.0,8.0,7.0,7.0
756,7.0,8.0,7.0,7.0
757,7.0,8.0,7.0,7.0
